Driver,Year,RaceName,q_delta,fp3_delta,fp2_delta,fp1_delta,weighted_pace_delta,sessions_available,quali_position,pace_consistency,Constructor,constructor_avg_delta,FinishPosition,Relevance
SAR,2024,Dutch Grand Prix,1.142,,,,0.0,4,21,0.0,Williams,0.0,16,5
ALO,2024,Dutch Grand Prix,,,,,0.0,4,7,0.0,Aston Martin,0.0,10,11
BOT,2024,Dutch Grand Prix,,,,1.736,0.3472,4,18,0.0,Kick Sauber,0.1736,19,2
ZHO,2024,Dutch Grand Prix,,,,,0.0,4,19,0.0,Kick Sauber,0.1736,20,1
PIA,2024,Dutch Grand Prix,,,,,0.0,4,3,0.0,McLaren,0.0,4,17
RUS,2024,Dutch Grand Prix,,,,,0.0,4,4,0.0,Mercedes,0.0,7,14
LEC,2024,Dutch Grand Prix,,,,,0.0,4,6,0.0,Ferrari,0.0,3,18
RIC,2024,Dutch Grand Prix,,,,,0.0,4,16,0.0,RB,0.5401,12,9
PER,2024,Dutch Grand Prix,,2.1605,,,1.0802,4,5,0.0,Red Bull Racing,0.5401,6,15
TSU,2024,Dutch Grand Prix,,2.1605,,,1.0802,4,13,0.0,RB,0.5401,17,4
GAS,2024,Dutch Grand Prix,,,,,0.0,4,10,0.0,Alpine,0.0,9,12
VER,2024,Dutch Grand Prix,,,,,0.0,4,2,0.0,Red Bull Racing,0.5401,2,19
SAI,2024,Dutch Grand Prix,,,,,0.0,4,11,0.0,Ferrari,0.0,5,16
STR,2024,Dutch Grand Prix,,,,,0.0,4,9,0.0,Aston Martin,0.0,13,8
HUL,2024,Dutch Grand Prix,,,,,0.0,4,14,0.0,Haas F1 Team,0.0,11,10
ALB,2024,Dutch Grand Prix,,,,,0.0,4,8,0.0,Williams,0.0,14,7
NOR,2024,Dutch Grand Prix,,,,,0.0,4,1,0.0,McLaren,0.0,1,20
HAM,2024,Italian Grand Prix,,,,,0.0,4,6,0.0,Mercedes,0.0768,5,16
MAG,2024,Italian Grand Prix,,,,,0.0,4,13,0.0,Haas F1 Team,0.0,10,11
OCO,2024,Italian Grand Prix,,,,,0.0,4,15,0.0,Alpine,0.0,14,7
ALO,2024,Italian Grand Prix,,,,,0.0,4,11,0.0,Aston Martin,0.0,11,10
BOT,2024,Italian Grand Prix,,,,,0.0,4,19,0.0,Kick Sauber,0.0,16,5
ZHO,2024,Italian Grand Prix,,,,,0.0,4,20,0.0,Kick Sauber,0.0,18,3
PIA,2024,Italian Grand Prix,,,,,0.0,4,2,0.0,McLaren,0.0,2,19
RUS,2024,Italian Grand Prix,,,,0.7675,0.1535,4,3,0.0,Mercedes,0.0768,7,14
LEC,2024,Italian Grand Prix,,,,,0.0,4,4,0.0,Ferrari,0.0,1,20
RIC,2024,Italian Grand Prix,,,,,0.0,4,12,0.0,RB,0.0,13,8
COL,2024,Italian Grand Prix,,,,,0.0,4,18,0.0,Williams,0.0,12,9
PER,2024,Italian Grand Prix,,,,,0.0,4,8,0.0,Red Bull Racing,0.0,8,13
TSU,2024,Italian Grand Prix,,,,,0.0,4,16,0.0,RB,0.0,20,1
GAS,2024,Italian Grand Prix,,,,,0.0,4,14,0.0,Alpine,0.0,15,6
VER,2024,Italian Grand Prix,,,,,0.0,4,7,0.0,Red Bull Racing,0.0,6,15
SAI,2024,Italian Grand Prix,,,,,0.0,4,5,0.0,Ferrari,0.0,4,17
STR,2024,Italian Grand Prix,,,,,0.0,4,17,0.0,Aston Martin,0.0,19,2
HUL,2024,Italian Grand Prix,,,,,0.0,4,10,0.0,Haas F1 Team,0.0,17,4
ALB,2024,Italian Grand Prix,,,,,0.0,4,9,0.0,Williams,0.0,9,12
NOR,2024,Italian Grand Prix,,,,,0.0,4,1,0.0,McLaren,0.0,3,18
HAM,2024,Azerbaijan Grand Prix,,,,,0.0,4,7,0.0,Mercedes,0.0,9,12
OCO,2024,Azerbaijan Grand Prix,,0.7555,,1.141,0.6059,4,20,0.1928,Alpine,0.303,15,6
ALO,2024,Azerbaijan Grand Prix,,,,,0.0,4,8,0.0,Aston Martin,0.0,6,15
BOT,2024,Azerbaijan Grand Prix,,,,,0.0,4,18,0.0,Kick Sauber,0.0,16,5
ZHO,2024,Azerbaijan Grand Prix,,,,,0.0,4,19,0.0,Kick Sauber,0.0,14,7
PIA,2024,Azerbaijan Grand Prix,,,,,0.0,4,2,0.0,McLaren,0.0,1,20
RUS,2024,Azerbaijan Grand Prix,,,,,0.0,4,5,0.0,Mercedes,0.0,3,18
LEC,2024,Azerbaijan Grand Prix,,,,,0.0,4,1,0.0,Ferrari,0.0,2,19
BEA,2024,Azerbaijan Grand Prix,,0.7555,,,0.3777,4,11,0.0,Haas F1 Team,0.1888,10,11
COL,2024,Azerbaijan Grand Prix,,,,,0.0,4,9,0.0,Williams,0.0,8,13
PER,2024,Azerbaijan Grand Prix,,,,,0.0,4,4,0.0,Red Bull Racing,0.0,17,4
RIC,2024,Azerbaijan Grand Prix,,,,,0.0,4,16,0.0,RB,0.0,13,8
TSU,2024,Azerbaijan Grand Prix,,,,,0.0,4,12,0.0,RB,0.0,20,1
GAS,2024,Azerbaijan Grand Prix,,,,,0.0,4,13,0.0,Alpine,0.303,12,9
VER,2024,Azerbaijan Grand Prix,,,,,0.0,4,6,0.0,Red Bull Racing,0.0,5,16
SAI,2024,Azerbaijan Grand Prix,,,,,0.0,4,3,0.0,Ferrari,0.0,18,3
STR,2024,Azerbaijan Grand Prix,,,,,0.0,4,15,0.0,Aston Martin,0.0,19,2
HUL,2024,Azerbaijan Grand Prix,,,,,0.0,4,14,0.0,Haas F1 Team,0.1888,11,10
ALB,2024,Azerbaijan Grand Prix,,,,,0.0,4,10,0.0,Williams,0.0,7,14
NOR,2024,Azerbaijan Grand Prix,,,,,0.0,4,17,0.0,McLaren,0.0,4,17
HAM,2024,Singapore Grand Prix,,,,,0.0,4,5,0.0,Mercedes,0.0,6,15
MAG,2024,Singapore Grand Prix,,,,,0.0,4,14,0.0,Haas F1 Team,0.0,19,2
OCO,2024,Singapore Grand Prix,,,,,0.0,4,15,0.0,Alpine,0.0,13,8
ALO,2024,Singapore Grand Prix,,,,,0.0,4,9,0.0,Aston Martin,0.0,8,13
BOT,2024,Singapore Grand Prix,,,,,0.0,4,19,0.0,Kick Sauber,0.0,16,5
ZHO,2024,Singapore Grand Prix,,,,,0.0,4,20,0.0,Kick Sauber,0.0,15,6
PIA,2024,Singapore Grand Prix,,,,,0.0,4,2,0.0,McLaren,0.0,3,18
RUS,2024,Singapore Grand Prix,,,,,0.0,4,6,0.0,Mercedes,0.0,4,17
LEC,2024,Singapore Grand Prix,,,,,0.0,4,4,0.0,Ferrari,0.0,5,16
RIC,2024,Singapore Grand Prix,,,,,0.0,4,16,0.0,RB,0.0,18,3
COL,2024,Singapore Grand Prix,,,,,0.0,4,12,0.0,Williams,0.0,11,10
PER,2024,Singapore Grand Prix,,,,,0.0,4,13,0.0,Red Bull Racing,0.0,10,11
TSU,2024,Singapore Grand Prix,,,,,0.0,4,10,0.0,RB,0.0,12,9
GAS,2024,Singapore Grand Prix,,,,,0.0,4,18,0.0,Alpine,0.0,17,4
VER,2024,Singapore Grand Prix,,,,,0.0,4,3,0.0,Red Bull Racing,0.0,2,19
SAI,2024,Singapore Grand Prix,,,,,0.0,4,7,0.0,Ferrari,0.0,7,14
STR,2024,Singapore Grand Prix,,,,,0.0,4,17,0.0,Aston Martin,0.0,14,7
HUL,2024,Singapore Grand Prix,,,,,0.0,4,8,0.0,Haas F1 Team,0.0,9,12
ALB,2024,Singapore Grand Prix,,,,,0.0,4,11,0.0,Williams,0.0,20,1
NOR,2024,Singapore Grand Prix,,,,,0.0,4,1,0.0,McLaren,0.0,1,20
HAM,2024,United States Grand Prix,,,,,0.0,2,19,0.0,Mercedes,0.0,20,1
MAG,2024,United States Grand Prix,,,,,0.0,2,11,0.0,Haas F1 Team,0.0,11,10
OCO,2024,United States Grand Prix,,,,,0.0,2,14,0.0,Alpine,0.0,18,3
ALO,2024,United States Grand Prix,,,,,0.0,2,9,0.0,Aston Martin,0.0,13,8
BOT,2024,United States Grand Prix,,,,,0.0,2,18,0.0,Kick Sauber,0.0,17,4
LAW,2024,United States Grand Prix,,,,,0.0,2,10,0.0,RB,0.0,9,12
ZHO,2024,United States Grand Prix,,,,,0.0,2,20,0.0,Kick Sauber,0.0,19,2
PIA,2024,United States Grand Prix,,,,,0.0,2,5,0.0,McLaren,0.0,5,16
RUS,2024,United States Grand Prix,,,,,0.0,2,6,0.0,Mercedes,0.0,6,15
LEC,2024,United States Grand Prix,,,,,0.0,2,4,0.0,Ferrari,0.0,1,20
COL,2024,United States Grand Prix,,,,,0.0,2,17,0.0,Williams,0.0,10,11
PER,2024,United States Grand Prix,,,,,0.0,2,8,0.0,Red Bull Racing,0.0,7,14
TSU,2024,United States Grand Prix,,,,,0.0,2,12,0.0,RB,0.0,14,7
GAS,2024,United States Grand Prix,,,,,0.0,2,7,0.0,Alpine,0.0,12,9
VER,2024,United States Grand Prix,,,,,0.0,2,2,0.0,Red Bull Racing,0.0,3,18
SAI,2024,United States Grand Prix,,,,,0.0,2,3,0.0,Ferrari,0.0,2,19
STR,2024,United States Grand Prix,,,,,0.0,2,15,0.0,Aston Martin,0.0,15,6
HUL,2024,United States Grand Prix,,,,,0.0,2,13,0.0,Haas F1 Team,0.0,8,13
ALB,2024,United States Grand Prix,,,,,0.0,2,16,0.0,Williams,0.0,16,5
NOR,2024,United States Grand Prix,,,,,0.0,2,1,0.0,McLaren,0.0,4,17
HAM,2024,Mexico City Grand Prix,,,,1.1035,0.2207,4,6,0.0,Mercedes,0.1104,4,17
MAG,2024,Mexico City Grand Prix,,,,,0.0,4,7,0.0,Haas F1 Team,0.0,7,14
OCO,2024,Mexico City Grand Prix,,,,,0.0,4,19,0.0,Alpine,0.0,13,8
ALO,2024,Mexico City Grand Prix,,,,1.1035,0.2207,4,13,0.0,Aston Martin,0.1104,18,3
BOT,2024,Mexico City Grand Prix,,,,,0.0,4,15,0.0,Kick Sauber,0.1104,14,7
LAW,2024,Mexico City Grand Prix,,,,,0.0,4,12,0.0,RB,0.0,16,5
ZHO,2024,Mexico City Grand Prix,,,,1.1035,0.2207,4,20,0.0,Kick Sauber,0.1104,15,6
PIA,2024,Mexico City Grand Prix,,,,,0.0,4,17,0.0,McLaren,0.1104,8,13
RUS,2024,Mexico City Grand Prix,,,,,0.0,4,5,0.0,Mercedes,0.1104,5,16
LEC,2024,Mexico City Grand Prix,,,,1.1035,0.2207,4,4,0.0,Ferrari,0.1104,3,18
COL,2024,Mexico City Grand Prix,,,,,0.0,4,16,0.0,Williams,0.1291,12,9
PER,2024,Mexico City Grand Prix,,,,,0.0,4,18,0.0,Red Bull Racing,0.0,17,4
TSU,2024,Mexico City Grand Prix,,,,,0.0,4,11,0.0,RB,0.0,20,1
GAS,2024,Mexico City Grand Prix,,,,,0.0,4,8,0.0,Alpine,0.0,10,11
VER,2024,Mexico City Grand Prix,,,,,0.0,4,2,0.0,Red Bull Racing,0.0,6,15
SAI,2024,Mexico City Grand Prix,,,,,0.0,4,1,0.0,Ferrari,0.1104,1,20
STR,2024,Mexico City Grand Prix,,,,,0.0,4,14,0.0,Aston Martin,0.1104,11,10
HUL,2024,Mexico City Grand Prix,,,,,0.0,4,10,0.0,Haas F1 Team,0.0,9,12
ALB,2024,Mexico City Grand Prix,,,0.861,,0.2583,4,9,0.0,Williams,0.1291,19,2
NOR,2024,Mexico City Grand Prix,,,,1.1035,0.2207,4,3,0.0,McLaren,0.1104,2,19
HAM,2024,São Paulo Grand Prix,,,,,0.0,2,16,0.0,Mercedes,0.0,10,11
OCO,2024,São Paulo Grand Prix,,,,,0.0,2,4,0.0,Alpine,0.0,2,19
ALO,2024,São Paulo Grand Prix,,,,,0.0,2,9,0.0,Aston Martin,0.0,14,7
BOT,2024,São Paulo Grand Prix,,,,,0.0,2,11,0.0,Kick Sauber,0.0,13,8
LAW,2024,São Paulo Grand Prix,,,,,0.0,2,5,0.0,RB,0.0,9,12
ZHO,2024,São Paulo Grand Prix,,,,,0.0,2,20,0.0,Kick Sauber,0.0,15,6
PIA,2024,São Paulo Grand Prix,,,,,0.0,2,8,0.0,McLaren,0.0,8,13
RUS,2024,São Paulo Grand Prix,,,,,0.0,2,2,0.0,Mercedes,0.0,4,17
LEC,2024,São Paulo Grand Prix,,,,,0.0,2,6,0.0,Ferrari,0.0,5,16
BEA,2024,São Paulo Grand Prix,,,,,0.0,2,17,0.0,Haas F1 Team,0.0,12,9
COL,2024,São Paulo Grand Prix,,,,,0.0,2,18,0.0,Williams,0.0,17,4
PER,2024,São Paulo Grand Prix,,,,,0.0,2,13,0.0,Red Bull Racing,0.0,11,10
TSU,2024,São Paulo Grand Prix,,,,,0.0,2,3,0.0,RB,0.0,7,14
GAS,2024,São Paulo Grand Prix,,,,,0.0,2,15,0.0,Alpine,0.0,3,18
VER,2024,São Paulo Grand Prix,,,,,0.0,2,12,0.0,Red Bull Racing,0.0,1,20
SAI,2024,São Paulo Grand Prix,,,,,0.0,2,14,0.0,Ferrari,0.0,16,5
STR,2024,São Paulo Grand Prix,,,,,0.0,2,10,0.0,Aston Martin,0.0,19,2
HUL,2024,São Paulo Grand Prix,,,,,0.0,2,19,0.0,Haas F1 Team,0.0,20,1
ALB,2024,São Paulo Grand Prix,,,,,0.0,2,7,0.0,Williams,0.0,18,3
NOR,2024,São Paulo Grand Prix,,,,,0.0,2,1,0.0,McLaren,0.0,6,15
HAM,2024,Las Vegas Grand Prix,,,,,0.0,4,3,0.0,Mercedes,0.0,2,19
MAG,2024,Las Vegas Grand Prix,,,,,0.0,4,12,0.0,Haas F1 Team,0.0,12,9
OCO,2024,Las Vegas Grand Prix,,,,,0.0,4,11,0.0,Alpine,0.0,17,4
ALO,2024,Las Vegas Grand Prix,,,,,0.0,4,17,0.0,Aston Martin,0.0,11,10
BOT,2024,Las Vegas Grand Prix,,,,,0.0,4,19,0.0,Kick Sauber,0.0,18,3
LAW,2024,Las Vegas Grand Prix,,,,,0.0,4,15,0.0,RB,0.0,16,5
ZHO,2024,Las Vegas Grand Prix,,,,,0.0,4,13,0.0,Kick Sauber,0.0,13,8
PIA,2024,Las Vegas Grand Prix,,,,,0.0,4,8,0.0,McLaren,0.0,7,14
RUS,2024,Las Vegas Grand Prix,,,,,0.0,4,1,0.0,Mercedes,0.0,1,20
LEC,2024,Las Vegas Grand Prix,,,,,0.0,4,5,0.0,Ferrari,0.0,4,17
COL,2024,Las Vegas Grand Prix,,,,,0.0,4,14,0.0,Williams,0.0,14,7
PER,2024,Las Vegas Grand Prix,,,,,0.0,4,16,0.0,Red Bull Racing,0.0,10,11
TSU,2024,Las Vegas Grand Prix,,,,,0.0,4,9,0.0,RB,0.0,9,12
GAS,2024,Las Vegas Grand Prix,,,,,0.0,4,4,0.0,Alpine,0.0,20,1
VER,2024,Las Vegas Grand Prix,,,,,0.0,4,6,0.0,Red Bull Racing,0.0,5,16
SAI,2024,Las Vegas Grand Prix,,,,,0.0,4,2,0.0,Ferrari,0.0,3,18
STR,2024,Las Vegas Grand Prix,,,,,0.0,4,20,0.0,Aston Martin,0.0,15,6
HUL,2024,Las Vegas Grand Prix,,,,,0.0,4,10,0.0,Haas F1 Team,0.0,8,13
ALB,2024,Las Vegas Grand Prix,,,,,0.0,4,18,0.0,Williams,0.0,19,2
NOR,2024,Las Vegas Grand Prix,,,,,0.0,4,7,0.0,McLaren,0.0,6,15
HAM,2024,Qatar Grand Prix,,,,,0.0,2,6,0.0,Mercedes,0.0,12,9
MAG,2024,Qatar Grand Prix,,,,,0.0,2,9,0.0,Haas F1 Team,0.0,9,12
OCO,2024,Qatar Grand Prix,,,,,0.0,2,20,0.0,Alpine,0.0,20,1
ALO,2024,Qatar Grand Prix,,,,,0.0,2,8,0.0,Aston Martin,0.0,7,14
BOT,2024,Qatar Grand Prix,,,,,0.0,2,13,0.0,Kick Sauber,0.0,11,10
LAW,2024,Qatar Grand Prix,,,,,0.0,2,17,0.0,RB,0.0,14,7
ZHO,2024,Qatar Grand Prix,,,,,0.0,2,12,0.0,Kick Sauber,0.0,8,13
PIA,2024,Qatar Grand Prix,,,,,0.0,2,4,0.0,McLaren,0.0,3,18
RUS,2024,Qatar Grand Prix,,,,,0.0,2,2,0.0,Mercedes,0.0,4,17
LEC,2024,Qatar Grand Prix,,,,,0.0,2,5,0.0,Ferrari,0.0,2,19
COL,2024,Qatar Grand Prix,,,,,0.0,2,19,0.0,Williams,0.0,19,2
PER,2024,Qatar Grand Prix,,,,,0.0,2,10,0.0,Red Bull Racing,0.0,17,4
TSU,2024,Qatar Grand Prix,,,,,0.0,2,14,0.0,RB,0.0,13,8
GAS,2024,Qatar Grand Prix,,,,,0.0,2,11,0.0,Alpine,0.0,5,16
VER,2024,Qatar Grand Prix,,,,,0.0,2,1,0.0,Red Bull Racing,0.0,1,20
SAI,2024,Qatar Grand Prix,,,,,0.0,2,7,0.0,Ferrari,0.0,6,15
STR,2024,Qatar Grand Prix,,,,,0.0,2,15,0.0,Aston Martin,0.0,18,3
HUL,2024,Qatar Grand Prix,,,,,0.0,2,18,0.0,Haas F1 Team,0.0,16,5
ALB,2024,Qatar Grand Prix,,,,,0.0,2,16,0.0,Williams,0.0,15,6
NOR,2024,Qatar Grand Prix,,,,,0.0,2,3,0.0,McLaren,0.0,10,11
HAM,2024,Abu Dhabi Grand Prix,,,,,0.0,4,18,0.0,Mercedes,0.0,4,17
MAG,2024,Abu Dhabi Grand Prix,,,,,0.0,4,14,0.0,Haas F1 Team,0.0,16,5
ALO,2024,Abu Dhabi Grand Prix,,,,,0.0,4,9,0.0,Aston Martin,0.1172,9,12
BOT,2024,Abu Dhabi Grand Prix,,,,,0.0,4,10,0.0,Kick Sauber,0.0,18,3
LAW,2024,Abu Dhabi Grand Prix,,,,,0.0,4,13,0.0,RB,0.1172,17,4
ZHO,2024,Abu Dhabi Grand Prix,,,,,0.0,4,17,0.0,Kick Sauber,0.0,13,8
PIA,2024,Abu Dhabi Grand Prix,,,,1.1725,0.2345,4,2,0.0,McLaren,0.1172,10,11
RUS,2024,Abu Dhabi Grand Prix,,,,,0.0,4,8,0.0,Mercedes,0.0,5,16
LEC,2024,Abu Dhabi Grand Prix,,,,,0.0,4,6,0.0,Ferrari,0.1172,3,18
COL,2024,Abu Dhabi Grand Prix,,,,,0.0,4,19,0.0,Williams,0.1172,19,2
PER,2024,Abu Dhabi Grand Prix,,,,,0.0,4,11,0.0,Red Bull Racing,0.1172,20,1
TSU,2024,Abu Dhabi Grand Prix,,,,1.1725,0.2345,4,12,0.0,RB,0.1172,12,9
GAS,2024,Abu Dhabi Grand Prix,,,,,0.0,4,7,0.0,Alpine,0.0,7,14
VER,2024,Abu Dhabi Grand Prix,,,,1.1725,0.2345,4,5,0.0,Red Bull Racing,0.1172,6,15
SAI,2024,Abu Dhabi Grand Prix,,,,1.1725,0.2345,4,3,0.0,Ferrari,0.1172,2,19
DOO,2024,Abu Dhabi Grand Prix,,,,,0.0,4,20,0.0,Alpine,0.0,15,6
STR,2024,Abu Dhabi Grand Prix,,,,1.1725,0.2345,4,15,0.0,Aston Martin,0.1172,14,7
HUL,2024,Abu Dhabi Grand Prix,,,,,0.0,4,4,0.0,Haas F1 Team,0.0,8,13
ALB,2024,Abu Dhabi Grand Prix,,,,1.1725,0.2345,4,16,0.0,Williams,0.1172,11,10
NOR,2024,Abu Dhabi Grand Prix,,,,,0.0,4,1,0.0,McLaren,0.1172,1,20
HAM,2025,Australian Grand Prix,,,,,0.0,4,8,0.0,Ferrari,0.0,10,11
OCO,2025,Australian Grand Prix,,,,,0.0,4,19,0.0,Haas F1 Team,0.2954,13,8
ALO,2025,Australian Grand Prix,,,,,0.0,4,12,0.0,Aston Martin,0.0,17,4
ANT,2025,Australian Grand Prix,,,,,0.0,4,16,0.0,Mercedes,0.0,4,17
LAW,2025,Australian Grand Prix,,,,,0.0,4,18,0.0,Red Bull Racing,0.0,15,6
PIA,2025,Australian Grand Prix,,,,,0.0,4,2,0.0,McLaren,0.0,9,12
RUS,2025,Australian Grand Prix,,,,,0.0,4,4,0.0,Mercedes,0.0,3,18
HAD,2025,Australian Grand Prix,,,,,0.0,4,11,0.0,Racing Bulls,0.0,20,1
LEC,2025,Australian Grand Prix,,,,,0.0,4,7,0.0,Ferrari,0.0,8,13
BEA,2025,Australian Grand Prix,0.884,0.676,0.843,,0.5909,4,20,0.09,Haas F1 Team,0.2954,14,7
TSU,2025,Australian Grand Prix,,,,,0.0,4,5,0.0,Racing Bulls,0.0,12,9
GAS,2025,Australian Grand Prix,,,,,0.0,4,10,0.0,Alpine,0.0,11,10
VER,2025,Australian Grand Prix,,,,,0.0,4,3,0.0,Red Bull Racing,0.0,2,19
SAI,2025,Australian Grand Prix,,,,,0.0,4,9,0.0,Williams,0.0,18,3
BOR,2025,Australian Grand Prix,,,,,0.0,4,15,0.0,Kick Sauber,0.0,16,5
DOO,2025,Australian Grand Prix,,,,,0.0,4,13,0.0,Alpine,0.0,19,2
STR,2025,Australian Grand Prix,,,,,0.0,4,14,0.0,Aston Martin,0.0,6,15
HUL,2025,Australian Grand Prix,,,,,0.0,4,17,0.0,Kick Sauber,0.0,7,14
ALB,2025,Australian Grand Prix,,,,,0.0,4,6,0.0,Williams,0.0,5,16
NOR,2025,Australian Grand Prix,,,,,0.0,4,1,0.0,McLaren,0.0,1,20
HAM,2025,Chinese Grand Prix,,,,,0.0,2,5,0.0,Ferrari,0.0,19,2
OCO,2025,Chinese Grand Prix,,,,,0.0,2,11,0.0,Haas F1 Team,0.0,5,16
ALO,2025,Chinese Grand Prix,,,,,0.0,2,14,0.0,Aston Martin,0.0,17,4
ANT,2025,Chinese Grand Prix,,,,,0.0,2,8,0.0,Mercedes,0.0,6,15
LAW,2025,Chinese Grand Prix,,,,,0.0,2,20,0.0,Red Bull Racing,0.0,12,9
PIA,2025,Chinese Grand Prix,,,,,0.0,2,1,0.0,McLaren,0.0,1,20
RUS,2025,Chinese Grand Prix,,,,,0.0,2,2,0.0,Mercedes,0.0,3,18
HAD,2025,Chinese Grand Prix,,,,,0.0,2,7,0.0,Racing Bulls,0.0,11,10
LEC,2025,Chinese Grand Prix,,,,,0.0,2,6,0.0,Ferrari,0.0,18,3
BEA,2025,Chinese Grand Prix,,,,,0.0,2,17,0.0,Haas F1 Team,0.0,8,13
TSU,2025,Chinese Grand Prix,,,,,0.0,2,9,0.0,Racing Bulls,0.0,16,5
GAS,2025,Chinese Grand Prix,,,,,0.0,2,16,0.0,Alpine,0.0,20,1
VER,2025,Chinese Grand Prix,,,,,0.0,2,4,0.0,Red Bull Racing,0.0,4,17
SAI,2025,Chinese Grand Prix,,,,,0.0,2,12,0.0,Williams,0.0,10,11
BOR,2025,Chinese Grand Prix,,,,,0.0,2,19,0.0,Kick Sauber,0.0,14,7
DOO,2025,Chinese Grand Prix,,,,,0.0,2,18,0.0,Alpine,0.0,13,8
STR,2025,Chinese Grand Prix,,,,,0.0,2,15,0.0,Aston Martin,0.0,9,12
HUL,2025,Chinese Grand Prix,,,,,0.0,2,13,0.0,Kick Sauber,0.0,15,6
ALB,2025,Chinese Grand Prix,,,,,0.0,2,10,0.0,Williams,0.0,7,14
NOR,2025,Chinese Grand Prix,,,,,0.0,2,3,0.0,McLaren,0.0,2,19
HAM,2025,Japanese Grand Prix,,,,,0.0,4,8,0.0,Ferrari,0.0,7,14
OCO,2025,Japanese Grand Prix,,,,,0.0,4,18,0.0,Haas F1 Team,0.0,18,3
ALO,2025,Japanese Grand Prix,,,,,0.0,4,13,0.0,Aston Martin,0.0,11,10
ANT,2025,Japanese Grand Prix,,,,,0.0,4,6,0.0,Mercedes,0.0,6,15
LAW,2025,Japanese Grand Prix,,,,,0.0,4,14,0.0,Racing Bulls,0.0,17,4
PIA,2025,Japanese Grand Prix,,,,,0.0,4,3,0.0,McLaren,0.0,3,18
RUS,2025,Japanese Grand Prix,,,,,0.0,4,5,0.0,Mercedes,0.0,5,16
HAD,2025,Japanese Grand Prix,,,,,0.0,4,7,0.0,Racing Bulls,0.0,8,13
LEC,2025,Japanese Grand Prix,,,,,0.0,4,4,0.0,Ferrari,0.0,4,17
BEA,2025,Japanese Grand Prix,,,,,0.0,4,10,0.0,Haas F1 Team,0.0,10,11
TSU,2025,Japanese Grand Prix,,,,,0.0,4,15,0.0,Red Bull Racing,0.0,12,9
GAS,2025,Japanese Grand Prix,,,,,0.0,4,11,0.0,Alpine,0.0814,13,8
VER,2025,Japanese Grand Prix,,,,,0.0,4,1,0.0,Red Bull Racing,0.0,1,20
SAI,2025,Japanese Grand Prix,,,,,0.0,4,12,0.0,Williams,0.0,14,7
BOR,2025,Japanese Grand Prix,,,,,0.0,4,17,0.0,Kick Sauber,0.0,19,2
DOO,2025,Japanese Grand Prix,,,,0.8135,0.1627,4,19,0.0,Alpine,0.0814,15,6
STR,2025,Japanese Grand Prix,,,,,0.0,4,20,0.0,Aston Martin,0.0,20,1
HUL,2025,Japanese Grand Prix,,,,,0.0,4,16,0.0,Kick Sauber,0.0,16,5
ALB,2025,Japanese Grand Prix,,,,,0.0,4,9,0.0,Williams,0.0,9,12
NOR,2025,Japanese Grand Prix,,,,,0.0,4,2,0.0,McLaren,0.0,2,19
HAM,2025,Bahrain Grand Prix,,,,,0.0,4,9,0.0,Ferrari,0.1364,5,16
OCO,2025,Bahrain Grand Prix,,,,,0.0,4,13,0.0,Haas F1 Team,0.1364,8,13
ALO,2025,Bahrain Grand Prix,,,,1.364,0.2728,4,14,0.0,Aston Martin,0.1364,15,6
ANT,2025,Bahrain Grand Prix,,,,,0.0,4,4,0.0,Mercedes,0.1364,11,10
LAW,2025,Bahrain Grand Prix,,,,,0.0,4,17,0.0,Racing Bulls,0.0,16,5
PIA,2025,Bahrain Grand Prix,,,,,0.0,4,1,0.0,McLaren,0.0,1,20
RUS,2025,Bahrain Grand Prix,,,,1.364,0.2728,4,2,0.0,Mercedes,0.1364,2,19
HAD,2025,Bahrain Grand Prix,,,,,0.0,4,12,0.0,Racing Bulls,0.0,13,8
LEC,2025,Bahrain Grand Prix,,,,1.364,0.2728,4,3,0.0,Ferrari,0.1364,4,17
BEA,2025,Bahrain Grand Prix,,,,1.364,0.2728,4,20,0.0,Haas F1 Team,0.1364,10,11
TSU,2025,Bahrain Grand Prix,,,,,0.0,4,10,0.0,Red Bull Racing,0.1364,9,12
GAS,2025,Bahrain Grand Prix,,,,,0.0,4,5,0.0,Alpine,0.0,7,14
VER,2025,Bahrain Grand Prix,,,,1.364,0.2728,4,7,0.0,Red Bull Racing,0.1364,6,15
SAI,2025,Bahrain Grand Prix,,,,1.364,0.2728,4,8,0.0,Williams,0.1364,19,2
BOR,2025,Bahrain Grand Prix,,,,,0.0,4,18,0.0,Kick Sauber,0.0,18,3
DOO,2025,Bahrain Grand Prix,,,,,0.0,4,11,0.0,Alpine,0.0,14,7
STR,2025,Bahrain Grand Prix,,,,,0.0,4,19,0.0,Aston Martin,0.1364,17,4
HUL,2025,Bahrain Grand Prix,,,,,0.0,4,15,0.0,Kick Sauber,0.0,20,1
ALB,2025,Bahrain Grand Prix,,,,,0.0,4,16,0.0,Williams,0.1364,12,9
NOR,2025,Bahrain Grand Prix,,,,,0.0,4,6,0.0,McLaren,0.0,3,18
HAM,2025,Saudi Arabian Grand Prix,,,,,0.0,4,10,0.0,Ferrari,0.0,7,14
OCO,2025,Saudi Arabian Grand Prix,,,,,0.0,4,19,0.0,Haas F1 Team,0.0,14,7
ALO,2025,Saudi Arabian Grand Prix,,,,,0.0,4,13,0.0,Aston Martin,0.0,11,10
